CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
af78f95a0fcaea4021e087459f30bfb0ce667330,latest commit with update,13.131195335276969,38.08454810495627,30.97667638483965,17.568513119533527,37318.0,8437.0
bd089dfb2d6a03a59f14b90fbeafb3ecf1da244b,last project commit ,13.140350877192983,38.166666666666664,31.00877192982456,17.596491228070175,37302.0,8433.0
