CommitHash,CommitDate,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
57b031a21601d884db02cb1c6d6502fbf93469c8,2016-07-22 14:00:21+08:00,Current commit,7.119284294234593,16.757455268389663,14.483101391650099,8.41948310139165,22905.0,3878.0
8f43eb0fa34b0105b0dde98776e3bdfcd0560046,2016-07-22 10:03:12+08:00,Previous commit,7.113320079522863,16.757455268389663,14.483101391650099,8.409542743538767,22864.0,3878.0
2ad2be6267f3970de15802022d87a6754bee2ed3,2015-05-28 17:57:37+08:00,Current commit,5.426315789473684,14.426315789473684,12.994736842105263,3.805263157894737,4752.0,1009.0
200a96cd198a9351f88f50a591a15119a3fa04a6,2015-05-23 21:45:11+08:00,Previous commit,5.398936170212766,14.579787234042554,13.132978723404255,3.8191489361702127,4717.0,1009.0
bc0c81098c327ca9f3cb333a1c0e2307bbe07956,2015-05-03 20:46:47+08:00,Current commit,4.8,6.6,6.6,1.7333333333333334,153.0,37.0
7276b7b17a2ee9172aafff51c0ca2178de4219ef,2015-07-02 16:47:09+08:00,Current commit,5.421800947867299,14.009478672985782,12.654028436018958,3.8720379146919433,5331.0,1168.0
0642159f2d1a1f7b71f29dea0b53296b04852f8a,2015-07-01 10:46:54+08:00,Previous commit,5.46078431372549,14.107843137254902,12.77450980392157,3.7745098039215685,5118.0,1140.0
