CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
a3eccd6bf3865baa523bc8aca9dc458e98b0c257,Current commit,6.0,24.0,21.0,4.0,1390,677
a109246ee98d1e87f12ee820ef3d69b6e2933a80,Previous commit,6.0,23.0,21.0,4.0,1386,669
