CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
a2fcf9c77c74ad73a92962806199dcfc19577521,Previous commit,10.0,28.0,26.0,10.0,20305.0,540.0
5ab3e1c1696aafd51a638d5f76e2860d22de5644,Current commit,10.0,26.0,24.0,10.0,24835.0,661.0
4cddc72b5f43baeb57aa15c36bde3371329794f2,Previous commit,10.0,26.0,24.0,10.0,24536.0,657.0
2d21da1c8ec926a5e0910687aa6a6f02a314098e,Current commit,10.0,26.0,24.0,10.0,24485.0,655.0
643d65f221340c3c434cc79b7ba47b698d60455a,Previous commit,10.0,26.0,24.0,10.0,24450.0,652.0
b4a6cb2de8b06a6b275658b8303d0a7c7971aa84,Current commit,9.0,40.0,37.0,9.0,5729.0,458.0
16ff88f855525ab596a19f83af1146071104897c,Previous commit,9.0,40.0,37.0,9.0,5187.0,445.0
72bd03435739faf98c869597804874b6b5e72d39,Current commit,8.0,42.0,40.0,7.0,2472.0,191.0
6b4ca4aad8287bb263ea30483114ad5be5c1f440,Previous commit,8.0,43.0,40.0,7.0,2436.0,192.0
bb77fd3dfd57970f95ebae990da3fddaafb58f71,Current commit,9.0,30.0,28.0,8.0,9596.0,427.0
9d002ea9f8fa3a4c4316b84b7908811cc97c1bab,Previous commit,9.0,30.0,28.0,8.0,9603.0,429.0
5aedce5260706d9fdb8a276b842e1bc3943d752f,Current commit,9.0,29.0,27.0,9.0,11184.0,445.0
9e3c13b01f5d132e860767df3696dc23b97456f4,Previous commit,9.0,29.0,27.0,9.0,11184.0,445.0
027952ac970c10eaa505ff0cb5479d51e44d0e86,Current commit,10.0,29.0,27.0,9.0,12876.0,456.0
002c470240af87f9c91eaba39ab80990714abd0d,Previous commit,10.0,29.0,27.0,9.0,12876.0,456.0
8985600d16d3b8376df18f3516454a858af2905d,Current commit,10.0,28.0,26.0,10.0,18671.0,537.0
f19941bb3febfc3c31fdc263cf7084ee260e74f2,Previous commit,10.0,28.0,26.0,10.0,18678.0,545.0
15718c7c8bb3e5c6227603d8d26c90e8bfd3823f,Current commit,11.0,27.0,25.0,11.0,29378.0,2979.0
de9b7a2c8433a424c7cf48766d5795c76bb19074,Previous commit,11.0,26.0,24.0,11.0,29397.0,2979.0
bd949e3b490a8dc4a238331e3a836e2b73dc9266,Current commit,11.0,27.0,25.0,11.0,29840.0,2989.0
ef442e8a803e07a48e27619f2d1687ccb727a2c1,Previous commit,11.0,27.0,25.0,11.0,29823.0,2989.0
788ff87e2b27347a5696708ac50f1207a2e740d6,Current commit,10.0,30.0,28.0,9.0,12546.0,434.0
8fa46c9ab6a3a125b58b3986b554bd5d82bde6a6,Previous commit,10.0,29.0,28.0,9.0,12167.0,433.0
52ebbf68923a18ac50a61e665f502274af4455b1,Current commit,11.0,18.0,17.0,6.0,664.0,110.0
22201e90819c43b1c18adf47ca7dc4141404d39d,Previous commit,11.0,18.0,17.0,6.0,664.0,110.0
9e3c13b01f5d132e860767df3696dc23b97456f4,Current commit,9.0,29.0,27.0,9.0,11184.0,445.0
477600b72dce86b27460bcf6310921cc40e79daa,Previous commit,9.0,28.0,26.0,8.0,11097.0,450.0
45e82426abe5e358742096ae8805ba3add92d313,Current commit,11.0,26.0,24.0,11.0,31470.0,3169.0
b4450344c6d1fd1aa404bc5d3e427dde7d66ee5e,Previous commit,11.0,26.0,24.0,11.0,31470.0,3169.0
