CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
3de96fb3484a62a787f8b25a49eaa71781f024d7,Previous commit,12.0,23.0,21.0,11.0,14917.0,4163.0
4826ae7bc381d3d10abefdd1e23864020e548422,Current commit,12.0,23.0,21.0,11.0,14917.0,4165.0
59e7ab60db5108b86bb2e9aa8170fa7aaae808d7,Previous commit,12.0,23.0,21.0,11.0,14917.0,4165.0
21662c03e39b3e673df2f17a9baa323da96a8454,Current commit,12.0,23.0,21.0,11.0,14951.0,4173.0
5a3d468d42d65abdc041c4ab441bdb1c96bba17d,Previous commit,12.0,23.0,21.0,10.0,15045.0,4165.0
d466d45ca6bc5e02d733ed6033963fe6721cf036,Current commit,13.0,23.0,21.0,11.0,15215.0,4148.0
10acb3e57f787ed9e2d465936786ccb43432be20,Previous commit,13.0,23.0,21.0,11.0,15239.0,4150.0
ec56e062211ed4419b67957b51bf4460b70172f6,Current commit,13.0,22.0,21.0,10.0,15486.0,4150.0
83dc458e065926d6c0e3c8524f70254b866ef6b6,Previous commit,13.0,22.0,20.0,10.0,15365.0,4155.0
5fcffe56ba4524dc73e2404ec715624eb8001cdf,Current commit,14.0,29.0,25.0,12.0,5146,2135
cae17504650468ec2d3e3e7ab4459f0ee6b56147,Previous commit,14.0,29.0,25.0,12.0,5140,2133
8828727247daded27c35c5bb3d6f04ecef9d47d2,Current commit,14.0,29.0,25.0,12.0,5180,2139
b43c851d3cd8ff1584204ea736ed73b4e378df43,Previous commit,14.0,29.0,25.0,12.0,5156,2135
a98831fcea0e05c349f96ec5d07ee3ed7fb17b45,Current commit,13.0,28.0,26.0,13.0,10490.0,3411.0
25923f19bb9f360a14bb355fc8e4a8651694b86d,Previous commit,13.0,28.0,26.0,13.0,10458.0,3409.0
2f9c411a45ceb175e8f4f3756a1b2b08a67ead58,Current commit,13.0,28.0,26.0,13.0,10402.0,3399.0
0c838ee14a992b5b705bab0cb5dac70bfe223adb,Previous commit,13.0,28.0,25.0,13.0,10504.0,3420.0
6eb0bdebed9ef9ba9d1d277930fb4f0c99f9937d,Current commit,13.0,28.0,25.0,11.0,6048,2444
c8126ea681730325e258c72419fe05a63d9a2d14,Previous commit,13.0,27.0,23.0,12.0,5520,2210
e81a0a366a67e10de0caac0d8333f1be5baaa429,Current commit,13.0,29.0,26.0,13.0,9478,3103
aa511f412d5bc58398561bcc27ab956f5ebe272e,Previous commit,13.0,29.0,26.0,13.0,9478,3103
378d8d0207e6a5591a7b855d73a0c27f43588dcd,Current commit,13.0,29.0,26.0,13.0,10072.0,3303.0
f2f31107b8dc8d67216d0f798979d78de367e1a4,Previous commit,13.0,29.0,26.0,13.0,10070.0,3303.0
0dd49353e93208517f69ecc34b9d7c566c8ebb7c,Current commit,13.0,29.0,25.0,13.0,10435.0,3405.0
d18f0c37dc8c79865cf50041723e51c8376c00b9,Previous commit,13.0,29.0,25.0,13.0,10473.0,3408.0
20c061c3b5dcec58eea0e267864ddac95697c8d5,Current commit,12.0,22.0,20.0,10.0,15506.0,4167.0
ca8fc36d27deacc138cf0a6aaac4adb3e683b1d4,Previous commit,12.0,22.0,20.0,10.0,15488.0,4167.0
4b991061c51034fba93650b1a54cdd20e72e094c,Current commit,13.0,29.0,25.0,11.0,5123,2102
db06c218d1a24dc379ec26e3d8e0839482873696,Previous commit,14.0,29.0,25.0,12.0,5610,2277
8e93daecc73e9afc115107c10fdae9e6a248e661,Current commit,13.0,23.0,21.0,11.0,15498.0,4155.0
2681edb0b0d24f6a1b72ba33672948e85b8203f9,Previous commit,13.0,23.0,21.0,11.0,15498.0,4155.0
9887b671d040a30c04d79efd4bd720452c345947,Current commit,12.0,22.0,20.0,10.0,15582.0,4173.0
d4536dc8be547283b728b4ad041f10f27e63c6a4,Previous commit,12.0,22.0,20.0,10.0,15597.0,4174.0
0df8d75b93358dfde01e2c735e6afb1a70b9ea89,Current commit,13.0,27.0,24.0,13.0,10895.0,3450.0
19c4a4a0e9df8e2788703b44c84187b224ae239d,Previous commit,13.0,27.0,24.0,13.0,10895.0,3450.0
921e3929a2487c921b5aaabb78438108619fd3c2,Current commit,12.0,23.0,21.0,11.0,14769.0,4140.0
2e671da7a66fc24530d82daef5c7d226414e7978,Previous commit,12.0,23.0,21.0,11.0,14769.0,4140.0
37baaba6b4e573e9e76d15aac7ff1acb4320bd00,Current commit,13.0,31.0,27.0,14.0,9282,2952
76d7f9978ebd9198e5f7e8f5704819d23383bad7,Previous commit,13.0,31.0,27.0,14.0,9282,2952
c63bb1d2816c85dbc07724feb2cc9485457dfed6,Current commit,13.0,31.0,27.0,14.0,9381,2965
d1585a313edcfc43cf101d290b8be77ca68a46a6,Previous commit,13.0,31.0,27.0,14.0,9381,2965
f9e3055a08707c160802760a339a2fa08576ac48,Current commit,14.0,31.0,27.0,14.0,9387,3013
619af64c9817d827ecc94da7d959bf6530a2e04a,Previous commit,14.0,31.0,27.0,14.0,9389,3013
682693fbc1e90893c0b1cb8170e6ab6f340ce6a9,Current commit,14.0,31.0,27.0,14.0,9379,3033
008cf2dbbe2e8f89d2d5e55f48e3706708e0a218,Previous commit,14.0,31.0,27.0,14.0,9379,3033
9d963a16c16d5d537a09c220e60ba5d1df495e52,Current commit,13.0,29.0,26.0,13.0,9538,3213
612e43c04325e385d9bbbe688a901c34107f0782,Previous commit,13.0,29.0,26.0,13.0,9538,3213
ca1bd3408d43c84e45b6e90d4642f0797e5fd8c3,Current commit,13.0,29.0,26.0,13.0,10072.0,3303.0
4e71fe59f3b79425b184c45a426631d641127f54,Previous commit,13.0,29.0,26.0,13.0,10072.0,3303.0
0d5017060e75302194e9711ad648ae7487332c68,Current commit,12.0,23.0,21.0,11.0,14836.0,4157.0
