CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
60a5b4cf09adc827b92362c2ec731803ce83dcff,latest commit with update,12.044585987261147,17.585987261146496,17.1656050955414,5.859872611464968,7199,3992
2be99a4104f428ecc19605869936ec2a6dd0cc56,last project commit ,12.577380952380953,37.67261904761905,37.38095238095238,11.25,11001,4319
