CommitHash,CommitSituation,CountClassCoupled,PercentLackOfCohesion,PercentLackOfCohesionModified,Cyclomatic,CountLineCode,CountLineComment
94e8c88c25d6c57e006831069e5d31beed1b4fb4,latest commit with update,6.882352941176471,3.764705882352941,3.764705882352941,2.823529411764706,358,20
ff7a5152b1b49ad63cf7d9ddc13a3b64a5ea2172,last project commit ,9.711864406779661,14.830508474576272,13.322033898305085,3.830508474576271,1946.0,22.0
